295,Fireworks,"Jul 4, 2018",GKIDS,Drama,"$525,280","58,559"
296,Beetle Juice,"Mar 30, 1988",Warner Bros.,Comedy,"$512,947","57,185"
297,Husband Material,"Sep 14, 2018",Eros Entertainment,Drama,"$506,548","56,471"
298,Monsters and Men,"Sep 28, 2018",Neon,Drama,"$500,101","55,752"
299,The Spy Gone North,"Aug 10, 2018",CJ Entertainment,Drama,"$497,755","55,491"
300,Bilal: A New Breed of Hero,"Feb 2, 2018",Vertical Entertai…,Adventure,"$490,973","54,735"
301,The Great Battle,"Sep 21, 2018",Well Go USA,Action,"$472,166","52,638"
302,Loving Vincent,"Sep 22, 2017",Good Deed Enterta…,Drama,"$465,429","51,887"
303,The Happy Prince,"Oct 10, 2018",Sony Pictures Cla…,Drama,"$464,495","51,783"
304,Scotty and the Secret Histo…,"Jul 27, 2018",Greenwich,Documentary,"$461,689","51,470"
305,Final Portrait,"Mar 23, 2018",Sony Pictures Cla…,Drama,"$460,859","51,377"
306,The Children Act,"Sep 14, 2018",A24,Drama,"$457,803","51,037"
307,Condorito: The Movie,"Jan 12, 2018",Lionsgate,Adventure,"$447,719","49,913"
308,Elf,"Nov 7, 2003",New Line,Adventure,"$442,073","49,284"
309,Anthropocene: The Human Epoch,"Sep 28, 2018",Mongrel Media,Documentary,"$413,915","46,144"
310,A Bag of Marbles,"Mar 23, 2018",Self Distributed,Drama,"$409,862","45,692"
311,Hubble 3D,"Mar 19, 2010",Warner Bros.,Documentary,"$408,663","45,559"
312,"The Night is Short, Walk on…","Aug 21, 2018",GKIDS,Romantic Comedy,"$406,490","45,316"
313,The Oath,"Oct 12, 2018",Roadside Attractions,Black Comedy,"$401,464","44,756"
314,We The Animals,"Aug 17, 2018",The Orchard,Drama,"$400,746","44,676"
315,The Gospel According to Andre,"May 25, 2018",Magnolia Pictures,Documentary,"$400,713","44,672"
316,Leaning into the Wind,"Mar 9, 2018",Magnolia Pictures,Documentary,"$400,530","44,652"
317,Blade Runner 2049,"Oct 6, 2017",Warner Bros.,Thriller/Suspense,"$399,647","44,554"
318,Soorma,"Jul 13, 2018",Sony Pictures,Drama,"$382,104","42,597"
319,The Dark Knight,"Jul 18, 2008",Warner Bros.,Action,"$375,589","41,872"
320,Oh Lucy!,"Mar 2, 2018",Film Movement,Comedy,"$375,393","41,849"
321,Grace Jones: Bloodlight and…,"Apr 13, 2018",Kino Lorber,Documentary,"$375,208","41,829"
322,Believer,"Jun 8, 2018",Well Go USA,Thriller/Suspense,"$365,639","40,762"
323,Mountain,"May 11, 2018",Greenwich,Documentary,"$364,429","40,627"
324,Kusama: Infinity,"Sep 7, 2018",Magnolia Pictures,Documentary,"$360,931","40,237"
325,The Rocky Horror Picture Show,"Sep 26, 1975",20th Century Fox,Musical,"$360,000","40,133"
326,The Wizard of Oz,"Sep 23, 2009",Warner Bros.,Musical,"$351,839","39,224"
327,"Faces, Places","Oct 6, 2017",Cohen Media Group,Documentary,"$347,796","38,773"
328,Under the Sea 3D,"Feb 13, 2009",Warner Bros.,Documentary,"$333,495","37,179"
329,Shine,"Oct 5, 2018",GVN Releasing,Drama,"$333,388","37,167"
330,Flower,"Mar 16, 2018",The Orchard,Drama,"$328,188","36,587"
331,Youth,"Dec 15, 2017",China Lion Film D…,Drama,"$312,241","34,809"
332,In The Fade,"Dec 27, 2017",Magnolia Pictures,Drama,"$310,556","34,621"
333,Damsel,"Jun 22, 2018",Magnolia Pictures,Western,"$305,136","34,017"
334,Harry Potter and the Sorcer…,"Nov 16, 2001",Warner Bros.,Adventure,"$295,917","32,990"
335,Golden Job,"Sep 28, 2018",Well Go USA,Action,"$285,795","31,861"
336,But Deliver Us From Evil,"Feb 9, 2018",Indican Pictures,Horror,"$285,169","31,791"
337,The Square,"Oct 27, 2017",Magnolia Pictures,Drama,"$278,921","31,094"
338,Science Fair,"Sep 14, 2018",National Geograph…,Documentary,"$278,350","31,031"
339,Kings,"Apr 27, 2018",The Orchard,Drama,"$274,320","30,581"
340,Cold War,"Dec 21, 2018",Amazon Studios,Drama,"$272,118","30,336"
341,The Endless,"Apr 6, 2018",Well Go USA,Thriller/Suspense,"$272,020","30,325"
342,Detective Dee: The Four Hea…,"Jul 27, 2018",Well Go USA,Action,"$262,963","29,315"
343,The King,"Jun 22, 2018",Oscilloscope Pict…,Documentary,"$259,291","28,906"
344,What They Had,"Oct 19, 2018",Bleecker Street,Drama,"$257,869","28,747"
345,Back to Burgundy,"Mar 23, 2018",Music Box Films,Drama,"$257,610","28,719"
346,London Fields,"Oct 26, 2018",GVN Releasing,Thriller/Suspense,"$252,676","28,169"
347,The House That Jack Built,"Dec 14, 2018",IFC Films,Thriller/Suspense,"$251,804","28,071"
348,Destroyer,"Dec 25, 2018",Annapurna Pictures,Thriller/Suspense,"$248,081","27,656"
349,Harry Potter and the Chambe…,"Nov 15, 2002",Warner Bros.,Adventure,"$245,501","27,369"
350,Generation Wealth,"Jul 20, 2018",Amazon Studios,Documentary,"$237,709","26,500"
351,Skate Kitchen,"Aug 10, 2018",Magnolia Pictures,Drama,"$236,799","26,398"
352,Meditation Park,"Mar 9, 2018",Mongrel Media,Drama,"$235,849","26,293"
353,Stan & Ollie,"Dec 28, 2018",Sony Pictures Cla…,Drama,"$234,342","26,125"
354,Borg vs McEnroe,"Apr 13, 2018",Neon,Drama,"$231,346","25,791"
355,Matangi/Maya/M.I.A.,"Sep 28, 2018",Abramorama Films,Documentary,"$230,808","25,731"
356,Happy End,"Dec 22, 2017",Sony Pictures Cla…,Drama,"$230,054","25,647"
357,MFKZ,"Oct 11, 2018",GKIDS,Adventure,"$229,423","25,576"
358,Island of Lemurs: Madagascar,"Apr 4, 2014",Warner Bros.,Documentary,"$224,252","25,000"
359,Jane,"Oct 20, 2017",Abramorama Films,Documentary,"$220,790","24,614"
360,Harry Potter and the Prison…,"Jun 4, 2004",Warner Bros.,Adventure,"$218,774","24,390"
361,A Bad Moms Christmas,"Nov 1, 2017",STX Entertainment,Comedy,"$218,671","24,378"
362,Dark Money,"Jul 13, 2018",PBS Distribution,Documentary,"$217,932","24,295"
363,Getting Grace,"Mar 23, 2018",Hannover House,Comedy,"$217,812","24,282"
364,Agent Mr. Chan,"Feb 23, 2018",China Lion Film D…,Comedy,"$208,351","23,227"
365,The Guilty,"Oct 19, 2018",Magnolia Pictures,Thriller/Suspense,"$207,140","23,092"
366,Keep The Change,"Mar 16, 2018",Kino Lorber,Romantic Comedy,"$202,788","22,607"
367,Gemini,"Mar 30, 2018",Neon,Thriller/Suspense,"$200,340","22,334"
368,Zama,"Apr 13, 2018",Strand,Action,"$200,181","22,316"
369,Gauguin: Voyage to Tahiti,"Jul 13, 2018",Cohen Media Group,Drama,"$200,140","22,312"
370,Little Pink House,"Apr 20, 2018",Dada Films,Drama,"$199,069","22,192"
371,Swing Kids,"Dec 21, 2018",Well Go USA,Drama,"$195,757","21,823"
372,The Final Year,"Jan 19, 2018",Magnolia Pictures,Documentary,"$191,900","21,393"
373,Studio 54,"Oct 5, 2018",Zeitgeist,Documentary,"$190,412","21,227"
374,Harry Potter and the Goblet…,"Nov 18, 2005",Warner Bros.,Adventure,"$188,716","21,039"
375,The Monkey King 3: Kingdom …,"Feb 16, 2018",Well Go USA,Action,"$187,074","20,855"
376,Never-Ending Man: Hayao Miy…,"Dec 13, 2018",GKIDS,Documentary,"$186,944","20,841"
377,Goldbuster,"Jan 5, 2018",Well Go USA,Comedy,"$186,135","20,750"
378,Summer 1993,"May 25, 2018",Oscilloscope Pict…,Drama,"$185,903","20,724"
379,Madelineâs Madeline,"Aug 10, 2018",Oscilloscope Pict…,Drama,"$185,576","20,688"
380,Jane and Emma,"Oct 12, 2018",Excel Entertainment,Drama,"$184,795","20,601"
381,Born to be Wild 3D,"Apr 8, 2011",Warner Bros.,Documentary,"$184,248","20,540"
382,Karwaan,"Aug 3, 2018",Self Distributed,Comedy,"$182,009","20,290"
383,Harry Potter and the Deathl…,"Jul 15, 2011",Warner Bros.,Adventure,"$181,938","20,283"
384,Last Letter,"Nov 9, 2018",China Lion Film D…,,"$179,721","20,035"
385,BuyBust,"Aug 10, 2018",Well Go USA,Action,"$178,471","19,896"
386,The Guardians,"May 4, 2018",Music Box Films,Drama,"$177,331","19,769"
387,Always at the Carlyle,"May 11, 2018",Good Deed Enterta…,Documentary,"$174,251","19,425"
388,Capernaum,"Dec 14, 2018",Sony Pictures Cla…,Drama,"$172,390","19,218"
389,Rampant,"Oct 26, 2018",Well Go USA,Horror,"$167,937","18,722"
390,Double Lover,"Feb 14, 2018",Cohen Media Group,Drama,"$167,093","18,627"
391,Boom for Real: The Late Tee…,"May 11, 2018",Magnolia Pictures,Documentary,"$166,616","18,574"
392,Only the Brave,"Oct 20, 2017",Sony Pictures,Drama,"$158,763","17,699"
393,Far From the Tree,"Jul 20, 2018",Sundance Selects,Documentary,"$156,946","17,496"
394,Batti Gul Meter Chalu,"Sep 21, 2018",Eros Entertainment,Drama,"$153,847","17,151"
395,Bad Reputation,"Sep 28, 2018",Magnolia Pictures,Documentary,"$148,568","16,562"
396,Museum,"Sep 14, 2018",YouTube,Drama,"$148,505","16,555"
397,Journeyâs End,"Mar 16, 2018",Good Deed Enterta…,Drama,"$148,275","16,530"
398,Harry Potter and the Deathl…,"Nov 19, 2010",Warner Bros.,Adventure,"$148,263","16,529"
399,The Great Buster,"Oct 5, 2018",Cohen Media Group,Documentary,"$144,199","16,075"
400,The World Before Your Feet,"Nov 21, 2018",Greenwich,Documentary,"$142,789","15,918"
401,Ghost Stories,"Apr 20, 2018",IFC Midnight,Horror,"$135,095","15,060"
402,Harry Potter and the Order …,"Jul 11, 2007",Warner Bros.,Adventure,"$132,522","14,774"
403,Eating Animals,"Jun 15, 2018",Sundance Selects,Documentary,"$130,608","14,560"
404,Harry Potter and the Half-B…,"Jul 15, 2009",Warner Bros.,Adventure,"$130,081","14,502"
405,Support The Girls,"Aug 24, 2018",Magnolia Pictures,Comedy,"$129,124","14,395"
406,The Young Karl Marx,"Feb 23, 2018",The Orchard,Drama,"$125,659","14,008"
407,Geostorm,"Oct 20, 2017",Warner Bros.,Action,"$121,378","13,532"
408,Wings of Desire (1987) (Re-…,"Oct 19, 2018",Janus Films,Drama,"$120,816","13,468"
409,Till the End of the World,"Feb 2, 2018",China Lion Film D…,Adventure,"$118,352","13,194"
410,Bisbee â17,"Sep 5, 2018",4th Row Films,Documentary,"$117,470","13,095"
411,Ryuichi Sakamoto: Coda,"Jul 6, 2018",MUBI,Documentary,"$117,460","13,094"
412,â85 The Greatest Team in Fo…,"Jan 29, 2018",Fathom Events,Documentary,"$115,463","12,872"
413,Gonjiam: Haunted Asylum,"Apr 13, 2018",Well Go USA,Horror,"$115,252","12,848"
414,Bodied,"Nov 2, 2018",Independent Artists,Comedy,"$113,956","12,704"
415,Love After Love,"Mar 30, 2018",IFC Films,Drama,"$113,074","12,605"
416,"Roman J. Israel, Esq.","Nov 17, 2017",Sony Pictures,Drama,"$111,438","12,423"
417,Lu Over The Wall,"May 11, 2018",GKIDS,Adventure,"$110,168","12,281"
418,The Negotiation,"Sep 19, 2018",CJ Entertainment,Drama,"$109,856","12,247"
419,El Angel,"Nov 9, 2018",The Orchard,Drama,"$109,608","12,219"
420,The Captain,"Jul 27, 2018",Music Box Films,Drama,"$109,226","12,176"
421,Deep Sea 3-D,"Mar 3, 2006",Warner Bros.,Documentary,"$108,865","12,137"
422,In Between,"Jan 5, 2018",Film Movement,Drama,"$107,977","12,037"
423,"Love, Cecil","Jun 29, 2018",Zeitgeist,Documentary,"$106,057","11,823"
424,Namaste England,"Oct 19, 2018",Eros Entertainment,Romantic Comedy,"$104,079","11,603"
425,Detective K: Secret of the …,"Feb 16, 2018",Well Go USA,Comedy,"$104,012","11,595"
426,Memoir of War,"Aug 17, 2018",Music Box Films,Drama,"$103,770","11,568"
427,Airpocalypse,"Dec 21, 2018",China Lion Film D…,Adventure,"$103,053","11,488"
428,Ismaelâs Ghost,"Mar 23, 2018",Magnolia Pictures,Thriller/Suspense,"$102,510","11,428"
429,Andrei Rublev,"Oct 31, 1973",Columbia,Drama,"$102,023","11,373"
430,Unstoppable,"Nov 30, 2018",Well Go USA,Action,"$101,417","11,306"
431,The Man Who Invented Christmas,"Nov 22, 2017",Bleecker Street,Adventure,"$100,351","11,187"
432,All About Nina,"Sep 28, 2018",The Orchard,Drama,"$100,335","11,185"
433,Filmworker,"May 11, 2018",Kino Lorber,Documentary,"$99,593","11,102"
434,Revenge,"May 11, 2018",Neon,Action,"$99,197","11,058"
435,Champion,"May 11, 2018",Well Go USA,Drama,"$97,470","10,866"
436,Mary Shelley,"May 25, 2018",IFC Films,Drama,"$97,321","10,849"
437,Wonder Wheel,"Dec 1, 2017",Amazon Studios,Drama,"$96,631","10,772"
438,Let the Corpses Tan,"Aug 31, 2018",Kino Lorber,Thriller/Suspense,"$93,409","10,413"
439,Reign of Judges: Title of L…,"Mar 15, 2018",Darin Southam End…,Action,"$93,224","10,392"
440,The Breadwinner,"Nov 17, 2017",GKIDS,Drama,"$92,074","10,264"
441,John McEnroe: In the Realm …,"Aug 22, 2018",Oscilloscope Pict…,Documentary,"$90,964","10,140"
442,Running for Grace,"Jul 19, 2018",Blue Fox Entertai…,Drama,"$90,782","10,120"
443,The Third Murder,"Jul 20, 2018",Film Movement,Thriller/Suspense,"$89,315","9,957"
444,The Price of Everything,"Oct 19, 2018",HBO Documentary F…,Documentary,"$87,400","9,743"
445,Nostalgia,"Feb 16, 2018",Bleecker Street,Drama,"$86,301","9,621"
446,Big Brother,"Aug 31, 2018",Well Go USA,Multiple Genres,"$85,624","9,545"
447,Sweet Country,"Apr 6, 2018",Samuel Goldwyn Films,Western,"$85,556","9,538"
448,Lobster Cop,"Jun 22, 2018",China Lion Film D…,Action,"$85,172","9,495"
449,How to Talk to Girls at Par…,"May 25, 2018",A24,Comedy,"$84,809","9,454"
450,Custody,"Jun 29, 2018",Kino Lorber,Drama,"$83,882","9,351"
451,Claireâs Camera,"Mar 9, 2018",Cinema Guild,Drama,"$83,418","9,299"
452,Godard Mon Amour,"Apr 20, 2018",Cohen Media Group,Drama,"$82,264","9,171"
453,Bel Canto,"Sep 14, 2018",Screen Media Films,Drama,"$80,134","8,933"
454,Have a Nice Day,"Jan 26, 2018",Strand,Comedy,"$79,326","8,843"
455,On The Seventh Day,"Jun 8, 2018",Cinema Guild,Drama,"$78,270","8,725"
456,Becoming Astrid,"Nov 23, 2018",Music Box Films,Drama,"$76,087","8,482"
457,93Queen,"Jul 25, 2018",Abramorama Films,Documentary,"$76,056","8,478"
458,The Riot Act,"Sep 14, 2018",Hannover House,Thriller/Suspense,"$75,506","8,417"
459,Tehran Taboo,"Feb 14, 2018",Kino Lorber,Drama,"$74,758","8,334"
460,Bye Bye Germany,"Apr 13, 2018",Film Movement,Drama,"$73,730","8,219"
461,The Last Suit,"Sep 21, 2018",Outsider,Drama,"$73,548","8,199"
462,"Nico, 1988","Aug 1, 2018",Magnolia Pictures,Drama,"$73,304","8,172"
463,Helicopter Eela,"Oct 12, 2018",Eros Entertainment,Drama,"$71,971","8,023"
464,Wastelander,"Jan 12, 2018",Indican Pictures,Action,"$70,045","7,808"
465,Parchi,"Jan 12, 2018",Atlas Distribution,Comedy,"$69,431","7,740"
466,Tom of Finland,"Oct 13, 2017",Kino Lorber,Drama,"$69,409","7,737"
467,Outside In,"Mar 30, 2018",The Orchard,Drama,"$68,492","7,635"
468,Where Hands Touch,"Sep 14, 2018",Vertical Entertai…,Drama,"$67,743","7,552"
469,Chef Flynn,"Nov 9, 2018",Kino Lorber,Documentary,"$67,686","7,545"
470,Under the Tree,"Jul 6, 2018",Magnolia Pictures,Black Comedy,"$67,596","7,535"
471,The Doctor From India,"Apr 20, 2018",Zeitgeist,Documentary,"$67,136","7,484"
472,The Big Bad Fox & Other Tales,"Oct 19, 2018",GKIDS,Comedy,"$66,854","7,453"
473,3100: Run and Become,"Aug 17, 2018",Illumine Films,Documentary,"$65,524","7,304"
474,Beuys,"Jan 17, 2018",Kino Lorber,Documentary,"$65,410","7,292"
475,My Friend Dahmer,"Nov 3, 2017",FilmRise,Drama,"$64,972","7,243"
476,Nancy,"Jun 8, 2018",Samuel Goldwyn Films,Thriller/Suspense,"$64,011","7,136"
477,The Gardener,"Mar 30, 2018",Gravitas Ventures,Documentary,"$62,734","6,993"
478,"Monrovia, Indiana","Oct 26, 2018",Zipporah,Documentary,"$61,737","6,882"
479,Never Goinâ Back,"Aug 3, 2018",A24,Comedy,"$61,271","6,830"
480,Viper Club,"Oct 26, 2018",Roadside Attractions,Drama,"$60,607","6,756"
481,Where is Kyra?,"Apr 6, 2018",Great Point Media,Drama,"$59,717","6,657"
482,Bomb City,"Feb 9, 2018",Gravitas Ventures,Drama,"$59,329","6,614"
483,"Westwood: Punk, Icon, Activist","Jun 8, 2018",Greenwich,Documentary,"$58,799","6,555"
484,Cynthia,"Aug 31, 2018",Indican Pictures,Black Comedy,"$58,090","6,476"
485,In Search of Greatness,"Nov 2, 2018",Self Distributed,Documentary,"$58,090","6,476"
486,Woman Walks Ahead,"Jun 29, 2018",A24,Western,"$57,528","6,413"
487,Ramen Heads,"Mar 16, 2018",Gunpowder & Sky,Documentary,"$57,346","6,393"
488,Django,"Jan 5, 2018",Under the Milky Way,Documentary,"$56,556","6,305"
489,The Great Silence (1969) (R…,"Mar 30, 2018",Film Movement,Western,"$53,074","5,916"
490,Wanda (1971) (Re-Release),"Jul 20, 2018",Janus Films,Drama,"$52,927","5,900"
491,Before We Vanish,"Feb 2, 2018",Super LTD,Drama,"$52,087","5,806"
492,Garry Winogrand: All Things…,"Sep 19, 2018",Greenwich,Documentary,"$51,194","5,707"
493,Mojin: The Worm Valley,"Jan 4, 2019",Well Go USA,Action,"$50,583","5,639"
494,I am Not a Witch,"Sep 7, 2018",Film Movement,Drama,"$50,318","5,609"
495,Black 47,"Sep 28, 2018",IFC Films,Drama,"$50,037","5,578"
496,The China Hustle,"Mar 30, 2018",Magnolia Pictures,Documentary,"$48,650","5,423"
497,Big Sonia,"Nov 17, 2017",Argot Pictures,Documentary,"$46,704","5,206"
498,Bigger,"Oct 12, 2018",Freestyle Releasing,Drama,"$46,382","5,170"
499,Hal,"Sep 7, 2018",Oscilloscope Pict…,Documentary,"$45,889","5,115"
500,Summer in the Forest,"Mar 23, 2018",Abramorama Films,Documentary,"$45,542","5,077"
501,Wait For Your Laugh,"Nov 3, 2017",Vitagraph Films,Documentary,"$45,037","5,020"
502,A Kid Like Jake,"Jun 1, 2018",IFC Films,Drama,"$44,824","4,997"
503,What Will People Say,"Jul 13, 2018",Kino Lorber,Drama,"$44,156","4,922"
504,Hitlerâs Hollywood,"Apr 11, 2018",Kino Lorber,Documentary,"$43,766","4,879"
505,The Other Side of Hope,"Dec 1, 2017",Janus Films,Comedy,"$43,509","4,850"
506,Antonio Lopez 1970: Sex Fas…,"Sep 14, 2018",Film Movement,Documentary,"$43,169","4,812"
507,The Sacrifice,"Nov 7, 2014",Kino Lorber,Drama,"$42,789","4,770"
508,Western,"Feb 16, 2018",Cinema Guild,Drama,"$41,042","4,575"
509,"Hale County This Morning, T…","Sep 14, 2018",Cinema Guild,Documentary,"$40,333","4,496"
510,Submission,"Mar 2, 2018",Great Point Media,Drama,"$39,985","4,457"
511,Namiya,"Jan 5, 2018",China Lion Film D…,Drama,"$39,584","4,412"
512,Humor Me,"Jan 12, 2018",Shout! Factory,Comedy,"$38,419","4,283"
513,Divide and Conquer: The Sto…,"Dec 7, 2018",Magnolia Pictures,Documentary,"$38,036","4,240"
514,Gray Matter,"May 18, 2018",Indican Pictures,Horror,"$38,034","4,240"
515,The Heart of Nuba,"Apr 6, 2018",Abramorama Films,Documentary,"$37,880","4,222"
516,Golden Exits,"Feb 9, 2018",Sony Pictures,Drama,"$37,801","4,214"
517,Krystal,"Apr 13, 2018",Paladin,Drama,"$37,516","4,182"
518,Girls vs. Gangsters,"Mar 9, 2018",Well Go USA,Comedy,"$37,115","4,137"
519,Breath,"Jun 1, 2018",FilmRise,Drama,"$37,109","4,137"
520,Rodin,"Jun 1, 2018",Cohen Media Group,Drama,"$36,720","4,093"
521,Mind Game (2004) (Re-Release),"Feb 16, 2018",GKIDS,Adventure,"$36,613","4,081"
522,Racer and the Jailbird,"May 4, 2018",Neon,Drama,"$36,522","4,071"
523,Le Corbeau,"Feb 23, 1948",Westport Internat…,Drama,"$36,089","4,023"
524,The Road Movie,"Jan 19, 2018",Oscilloscope Pict…,Documentary,"$35,757","3,986"
525,Liyana,"Oct 10, 2018",Abramorama Films,Documentary,"$34,822","3,882"
526,24 Frames: Before and After…,"Feb 2, 2018",Janus Films,Drama,"$34,483","3,844"
527,Holy Hell,"Jul 20, 2018",Indican Pictures,Horror,"$34,366","3,831"
528,"No Date, No Signature","Aug 1, 2018",Distrib Films,Drama,"$33,879","3,776"
529,Searching For Ingmar Bergman,"Nov 2, 2018",Oscilloscope Pict…,Documentary,"$33,275","3,709"
530,Godâs Own Country,"Oct 25, 2017",Samuel Goldwyn Films,Drama,"$32,808","3,657"
531,Just Getting Started,"Dec 8, 2017",Broad Green Pictures,Comedy,"$32,608","3,635"
532,Sollerâs Point,"May 11, 2018",Oscilloscope Pict…,Drama,"$32,608","3,635"
533,BPM (Beats per Minute),"Oct 20, 2017",The Orchard,Drama,"$32,562","3,630"
534,Moynihan,"Oct 3, 2018",First Run Features,Documentary,"$31,971","3,564"
535,Saving Brinton,"Sep 22, 2017",Barn Owl,Documentary,"$31,630","3,526"
536,Good Manners,"Jul 27, 2018",Distrib Films,Horror,"$31,177","3,475"
537,Poor Boy,"Jul 13, 2018",Indican Pictures,Western,"$31,031","3,459"
538,Young Lions of Gypsy,"Jan 19, 2018",IFC Films,Drama,"$30,988","3,454"
539,Cold Water (1994) (Re-Release),"Apr 27, 2018",Janus Films,Drama,"$30,209","3,367"
540,The Desert Bride,"May 4, 2018",Strand,Drama,"$29,764","3,318"
541,Memories of Underdevelopmen…,"Jan 12, 2018",Janus Films,Drama,"$29,647","3,305"
542,Same Kind of Different as Me,"Oct 20, 2017",Pure Flix Enterta…,Drama,"$29,599","3,299"
543,Charm City,"Oct 12, 2018",PBS Distribution,Documentary,"$29,335","3,270"
544,Horn From the Heart: The Pa…,"Oct 17, 2018",Abramorama Films,Documentary,"$28,418","3,168"
545,The Apparition,"Sep 7, 2018",Music Box Films,Drama,"$28,293","3,154"
546,On Her Shoulders,"Oct 19, 2018",Oscilloscope Pict…,Documentary,"$28,288","3,153"
547,Senso,"Jul 8, 1968",Fleetwood Films,Drama,"$27,286","3,041"
548,Milford Graves: Full Mantis,"Jul 13, 2018",Cinema Guild,Documentary,"$26,443","2,947"
549,Belle de Jour,"Apr 10, 1968",Miramax,Drama,"$26,331","2,935"
550,The Misandrists,"May 25, 2018",Cartilage Films,Comedy,"$26,123","2,912"
551,Ridge Runners,"Jan 19, 2018",Indican Pictures,Drama,"$26,019","2,900"
552,Jet Trash,"Apr 27, 2018",Indican Pictures,Drama,"$26,002","2,898"
553,Birdboy: The Forgotten Chil…,"Dec 15, 2017",GKIDS,Horror,"$25,628","2,857"
554,Swimming With Men,"Dec 7, 2018",IFC Films,Comedy,"$24,888","2,774"
555,The Day After,"May 11, 2018",Cinema Guild,Drama,"$24,776","2,762"
556,Vazante,"Jan 12, 2018",Music Box Films,Drama,"$23,884","2,662"
557,Death House,"Mar 2, 2018",Hannover House,Horror,"$23,833","2,656"
558,The Divine Order,"Oct 27, 2017",Kino Lorber,Drama,"$23,797","2,652"
559,Let There Be Light,"Oct 27, 2017",Atlas Distribution,Drama,"$23,403","2,609"
560,The Atomic Cafe,"Mar 17, 1982",Libra Films,Documentary,"$22,293","2,485"
561,The Judge,"Apr 13, 2018",Idle Wild Films,Documentary,"$22,257","2,481"
562,Winning Formula,"Jul 27, 2018",Indican Pictures,Comedy,"$22,112","2,465"
563,Loving Pablo,"Oct 5, 2018",OTL Releasing,Drama,"$22,017","2,454"
564,A Paris Education,"Aug 31, 2018",Kino Lorber,Drama,"$21,598","2,407"
565,Half the Picture,"Jun 8, 2018",Gravitas Ventures,Documentary,"$21,595","2,407"
566,Ganja & Hess,"Apr 23, 1973",,Thriller/Suspense,"$21,344","2,379"
567,The Happys,"Mar 16, 2018",Indican Pictures,Comedy,"$21,108","2,353"
568,The Last Resort,"Dec 21, 2018",Kino Lorber,Documentary,"$20,789","2,317"
569,The Workshop,"Mar 23, 2018",Strand,Drama,"$20,590","2,295"
570,The Devil and Father Amorth,"Apr 20, 2018",The Orchard,Documentary,"$20,449","2,279"
571,The Cured,"Feb 23, 2018",IFC Films,Horror,"$20,261","2,258"
572,Apocalypsis,"Mar 2, 2018",Indican Pictures,Thriller/Suspense,"$20,052","2,235"
573,The Charmer,"Dec 5, 2018",Film Movement,Thriller/Suspense,"$20,049","2,235"
574,Eight Hours Donât Make a Da…,"Mar 14, 2018",Janus Films,Drama,"$19,987","2,228"
575,"One Sings, the Other Doesnâ…","Jun 1, 2018",Janus Films,Drama,"$19,919","2,220"
576,Active Measures,"Aug 31, 2018",Super LTD,Documentary,"$19,862","2,214"
577,That Summer,"May 18, 2018",Sundance Selects,Documentary,"$19,563","2,180"
578,To the Arctic 3D,"Apr 20, 2012",Warner Bros.,Documentary,"$19,351","2,157"
579,Who We Are Now,"May 25, 2018",FilmRise,Drama,"$19,128","2,132"
580,Oolong Courtyard:Kung Fu Sc…,"Aug 24, 2018",China Lion Film D…,Comedy,"$19,065","2,125"
581,Anything,"May 11, 2018",Paladin,Drama,"$19,037","2,122"
582,The Tag-Along 2,"Sep 22, 2017",Crimson Forest En…,Horror,"$18,870","2,103"
583,Mrs. Hyde,"Apr 27, 2018",Cartilage Films,Drama,"$18,627","2,076"
584,306 Hollywood,"Sep 28, 2018",El Tigre Productions,Documentary,"$18,399","2,051"
585,Quest,"Dec 1, 2017",First Run Features,Documentary,"$18,216","2,030"
586,Freak Show,"Jan 12, 2018",IFC Films,Comedy,"$18,216","2,030"
587,King of Hearts,"Jun 19, 1967",Lopert Pictures C…,,"$17,646","1,967"
588,Life & Nothing More,"Oct 24, 2018",CFI,Drama,"$17,613","1,963"
589,Gabriel and the Mountain,"Jun 15, 2018",Strand,Drama,"$17,012","1,896"
590,Desolation,"Jan 26, 2018",Parade Deck Films,Thriller/Suspense,"$16,920","1,886"
591,Goodland,"May 11, 2018",Parade Deck Films,Thriller/Suspense,"$16,765","1,869"
592,The Female Brain,"Feb 9, 2018",IFC Films,Comedy,"$16,273","1,814"
593,Bob le flambeur,"Jan 1, 1959",Triumph Releasing,Drama,"$15,586","1,737"
594,Crime + Punishment,"Aug 24, 2018",IFC Films,Documentary,"$15,466","1,724"
595,Thelma,"Nov 10, 2017",The Orchard,Drama,"$15,380","1,714"
596,Peopleâs Republic of Desire,"Nov 30, 2018",Tripod Media,Documentary,"$15,241","1,699"
597,The Lucky Man,"Dec 21, 2017",Indican Pictures,Action,"$15,221","1,696"
598,When You Read This Letter (…,"Sep 12, 2018",Rialto Pictures,Drama,"$15,171","1,691"
599,Detour,"Nov 30, 1945",Producers Releasi…,Drama,"$14,632","1,631"
600,A Prayer Before Dawn,"Apr 13, 2018",A24,Action,"$14,453","1,611"
601,Weed the People,"Oct 26, 2018",Abramorama Films,Documentary,"$14,419","1,607"
602,The Last Movie Star,"Mar 30, 2018",A24,Drama,"$14,410","1,606"
603,Narcissister Organ Player,"Nov 7, 2018",Film Movement,Documentary,"$14,319","1,596"
604,Ichi The Killer: Definitive…,"Nov 10, 2017",Well Go USA,Horror,"$14,299","1,594"
605,The Boy Downstairs,"Feb 16, 2018",FilmRise,Romantic Comedy,"$13,638","1,520"
